no,title,content,clean_content,url
12,Masjid Agung Jawa Tengah (Majt) ,"Masjid Agung Jawa Tengah (Masjid Agung Jawa Tengah) merupakan masjid terbesar di Jawa Tengah yang terletak di Jalan Gajah Raya, Sambirejo, Kecamatan Gayamsari. Masjid ini dirancang dalam gaya arsitektur campuran Jawa, Islam dan Yunani. Bangunan utama memiliki atap berbentuk piramida dengan empat menara di setiap sudut. Bagian depan terdpata menara dengan ketinggian 99 meter, yang disebut menara Asmaul Husna. Di dalam menara terdapat museum sejarah perkembangan Islam di tanah Jawa. Silahkan kunjungi website resmi https://majt.or.id/",masjid agung jawa tengah masjid agung jawa tengah merupakan masjid terbesar di jawa tengah yang terletak di jalan gajah raya sambirejo kecamatan gayamsari masjid ini dirancang dalam gaya arsitektur campuran jawa islam dan yunani bangunan utama memiliki atap berbentuk piramida dengan empat menara di setiap sudut bagian depan terdpata menara dengan ketinggian meter yang disebut menara asmaul husna di dalam menara terdapat museum sejarah perkembangan islam di tanah jawa silahkan kunjungi website resmi ,https://visitjawatengah.jatengprov.go.id/id/regency/kota-semarang/destinasi-wisata/masjid-agung-jawa-tengah-majt
1,Pagoda Avalokitesvara ,"Bangunan ini terdiri dari tujuh tingkat dan setiap tingkat memiliki empat patung Dewi Kwan Im berdiri di empat sudut. Pagoda Avalokitesvara dibangun pada tahun 2005 dengan arsitektur khas Tiongkok. Begitu pula dengan elemen-elemen di bangunan ini. seperti keramik, aksesoris, tangga, kolam naga, lampu naga, air terjun naga, phoenix dan sampai patung lilin, dibawa dari negeri Tiongkok.",bangunan ini terdiri dari tujuh tingkat dan setiap tingkat memiliki empat patung dewi kwan im berdiri di empat sudut pagoda avalokitesvara dibangun pada tahun dengan arsitektur khas tiongkok begitu pula dengan elemen elemen di bangunan ini seperti keramik aksesoris tangga kolam naga lampu naga air terjun naga phoenix dan sampai patung lilin dibawa dari negeri tiongkok ,https://visitjawatengah.jatengprov.go.id/id/regency/kota-semarang/destinasi-wisata/pagoda-avalokitesvara
2,Museum Rekor Indonesia (Muri) ,"Museum Rekor Dunia Indonesia didirikan oleh Jaya Suprana sejak 1990. Berdiri di kawasan Industri Jamu Jago, museum ini menyimpan koleksi foto prestasi dan rekor yang pernah dipecahkan orang Indonesia. Selain itu, museum ini juga menyimpan benda-benda yang berkaitan dengan PT Jamu Jago milik Jaya Suprana, generasi ketiga pendiri perusahaan jamu tersebut. Museum buka setiap Senin sampai Jum'at mulai pukul 09.00 WIB hingga pukul 14.00 WIB, tapi museum ini tutup pada hari-hari libur nasional.
 ",museum rekor dunia indonesia didirikan oleh jaya suprana sejak berdiri di kawasan industri jamu jago museum ini menyimpan koleksi foto prestasi dan rekor yang pernah dipecahkan orang indonesia selain itu museum ini juga menyimpan benda benda yang berkaitan dengan pt jamu jago milik jaya suprana generasi ketiga pendiri perusahaan jamu tersebut museum buka setiap senin sampai jum at mulai pukul wib hingga pukul wib tapi museum ini tutup pada hari hari libur nasional ,https://visitjawatengah.jatengprov.go.id/id/regency/kota-semarang/destinasi-wisata/museum-rekor-indonesia-muri
3,Museum Mandala Bhakti ,"Di sekitar Tugu Muda terdapat sebuah bangunan kuno peninggalan kolonial Belanda yang dibangun sekitar tahun 1930-an. Awalnya, gedung ini merupakan Gedung Pengadilan Tinggi (Raad van Justitie). Sekitar tahun 1985, bangunan in berubah fungsi sebagai museum Perjuangan TNI yang menyimpan beragam koleksi senjata baik tradisional maupun modern. Dari lantai 2, Anda dapat melihat Tugu Muda dan Lawang Sewu.",di sekitar tugu muda terdapat sebuah bangunan kuno peninggalan kolonial belanda yang dibangun sekitar tahun an awalnya gedung ini merupakan gedung pengadilan tinggi raad van justitie sekitar tahun bangunan in berubah fungsi sebagai museum perjuangan tni yang menyimpan beragam koleksi senjata baik tradisional maupun modern dari lantai anda dapat melihat tugu muda dan lawang sewu ,https://visitjawatengah.jatengprov.go.id/id/regency/kota-semarang/destinasi-wisata/museum-mandala-bhakti
4,Mangrove Maerokoco ,"Trekking Mangrove Maerokoco hadir sejak awal tahun 2017. Di sini, wisatawan dapat menikmati semilir angin pantai sembari menyusuri hutan bakau yang tumbuh cukup lebat. Selain itu, wisatawan juga dapat menaiki perahu yang tersedia. Keindahan mangrove ini berada di Puri Maerokoco, PRPP Jateng, hanya sekitar 10 menit perjalanan dari pusat kota dengan kendaraan bermotor.  ",trekking mangrove maerokoco hadir sejak awal tahun di sini wisatawan dapat menikmati semilir angin pantai sembari menyusuri hutan bakau yang tumbuh cukup lebat selain itu wisatawan juga dapat menaiki perahu yang tersedia keindahan mangrove ini berada di puri maerokoco prpp jateng hanya sekitar menit perjalanan dari pusat kota dengan kendaraan bermotor ,https://visitjawatengah.jatengprov.go.id/id/regency/kota-semarang/destinasi-wisata/mangrove-maerokoco
5,Semarang Zoo ,"Taman Satwa Semarang atau Semarang Zoo terletak di sebelah timur Kota Semarang, tepatnya depan Terminal Mangkang. Semarang Zoo merupakan tempat konservasi satwa yang memadukan konsep edukasi dengan konsep rekreasi dimana pengunjung bisa mendapatkan pengetahuan yang lebih luas mengenai kekayaan flora dan fauna. Beberapa satwa yang ada di sini, antara lain Harimau Benggala, Gajah Sumatra, Kanguru, Orang Utan, Rusa, dan lain-lain. Fasilitas lain yang tersedia di kawasan ini ialah water boom untuk anak-anak,  museum pesawat terbang, kolam pasir putih, kolam batu terapi, dan kedai makanan yang sehat dan murah. Semarang Zoo sangat cocok untuk wisata edukasi dan wisata keluarga. Silakan kunjungi Instagram resmi di instagram.com/semarangzoo.official",taman satwa semarang atau semarang zoo terletak di sebelah timur kota semarang tepatnya depan terminal mangkang semarang zoo merupakan tempat konservasi satwa yang memadukan konsep edukasi dengan konsep rekreasi dimana pengunjung bisa mendapatkan pengetahuan yang lebih luas mengenai kekayaan flora dan fauna beberapa satwa yang ada di sini antara lain harimau benggala gajah sumatra kanguru orang utan rusa dan lain lain fasilitas lain yang tersedia di kawasan ini ialah water boom untuk anak anak museum pesawat terbang kolam pasir putih kolam batu terapi dan kedai makanan yang sehat dan murah semarang zoo sangat cocok untuk wisata edukasi dan wisata keluarga silakan kunjungi instagram resmi di instagram com semarangzoo official,https://visitjawatengah.jatengprov.go.id/id/regency/kota-semarang/destinasi-wisata/semarang-zoo
6,Stasiun Kereta Api Semarang Tawang ,"Stasiun Tawang dirancang oleh arsitek Belanda Sloth-Blauwboer dan diresmikan pada tanggal 1 Juni 1914. Sebelumnya, pada tahun 1911 dilakukan peletakan batu pertama oleh Anna Wilhelmina van Lennep, putri Kepala Teknisi di NISM. Lokasi Stasiun Tawang cukup strategis, terletak di sebelah utara kawasan Kota Lama Semarang yang pada saat itu mejadi pusat perdagangan di Semarang. Kendati berlokasi strategis, wilayah di utara Kota Lama Semarang masih berupa rawa dengan tanah yang labil. Untuk mengatasi hal tersebut, sebelum dilaksanakan pembangunan dilakukan pemadatan tanah menggunakan lempengan pelat beton selama berbulan-bulan. Sumber : https://heritage.kai.id/page/Stasiun%20Semarang%20Tawang",stasiun tawang dirancang oleh arsitek belanda sloth blauwboer dan diresmikan pada tanggal juni sebelumnya pada tahun dilakukan peletakan batu pertama oleh anna wilhelmina van lennep putri kepala teknisi di nism lokasi stasiun tawang cukup strategis terletak di sebelah utara kawasan kota lama semarang yang pada saat itu mejadi pusat perdagangan di semarang kendati berlokasi strategis wilayah di utara kota lama semarang masih berupa rawa dengan tanah yang labil untuk mengatasi hal tersebut sebelum dilaksanakan pembangunan dilakukan pemadatan tanah menggunakan lempengan pelat beton selama berbulan bulan sumber ,https://visitjawatengah.jatengprov.go.id/id/regency/kota-semarang/destinasi-wisata/stasiun-kereta-api-semarang-tawang
7,Hutan Wisata Tinjomoyo ,"Hutan Wisata Tinjomoyo bisa menjadi pilihan bagi Anda yang ingin menikmati suasana asri di Kota Semarang. Di sini, Anda dapat menjumpai pepohonan yang tinggi dan rindang. Di beberapa spot tersedia hammock untuk berfoto. Di sini sering diadakan berbagai kegiatan dan lomba, seperti Lomba Burung, berkemah, dll. Tak jauh dari Hutan Tinjomoyo, ada Jembatan bercat merah yang sering dijadikan sebagai tempat berfoto anak muda. ",hutan wisata tinjomoyo bisa menjadi pilihan bagi anda yang ingin menikmati suasana asri di kota semarang di sini anda dapat menjumpai pepohonan yang tinggi dan rindang di beberapa spot tersedia hammock untuk berfoto di sini sering diadakan berbagai kegiatan dan lomba seperti lomba burung berkemah dll tak jauh dari hutan tinjomoyo ada jembatan bercat merah yang sering dijadikan sebagai tempat berfoto anak muda ,https://visitjawatengah.jatengprov.go.id/id/regency/kota-semarang/destinasi-wisata/hutan-wisata-tinjomoyo
8,Tugu Muda ,"Tugu Muda atau juga dikenal sebagai Wilhelmina plein pada masa kolonial Hindia Belanda terletak di seberang Lawang Sewu, tepatnya di tengah-tengah persimpangan Jl. Sutomo, Jl. Pandanaran, Jl. Imam Bonjol dan Jl. Soegiyopranoto. Tugu Muda berwujud monumen lilin berbentuk di dalam taman yang dibangun dalam rangka memperingati aksi heroik lima hari pertempuran di Semarang. Membakar lilin adalah representasi dari semangat unremiting dan di bagian bawah monumen ada beberapa bantuan yang menceritakan tentang pertempuran, seperti Pertempuran Pertolongan, Serangan Bantuan, Korban Pertolongan, dan kenangan Bantuan.",tugu muda atau juga dikenal sebagai wilhelmina plein pada masa kolonial hindia belanda terletak di seberang lawang sewu tepatnya di tengah tengah persimpangan jl sutomo jl pandanaran jl imam bonjol dan jl soegiyopranoto tugu muda berwujud monumen lilin berbentuk di dalam taman yang dibangun dalam rangka memperingati aksi heroik lima hari pertempuran di semarang membakar lilin adalah representasi dari semangat unremiting dan di bagian bawah monumen ada beberapa bantuan yang menceritakan tentang pertempuran seperti pertempuran pertolongan serangan bantuan korban pertolongan dan kenangan bantuan ,https://visitjawatengah.jatengprov.go.id/id/regency/kota-semarang/destinasi-wisata/tugu-muda
9,Grand Maerokoco ,"Maerokoco adalah miniatur atau taman mini Jawa Tengah yang merangkum semua rumah adat (paviliun) dari 35 kabupaten dan kota. Terletak sekitar 5 km dari pusat kota atau di daerah PRPP, paviliun biasanya digunakan untuk menjual produk industri dan kerajinan yang diproduksi oleh masing-masing daerah. Di samping rumah adat, obyek wisata ini dilengkapi juga dengan fasilitas permainan. seperti sepeda air, perahu, dan juga melatih juga bagi pengunjung. Grand Maerokoco dapat diakses dengan angkutan umum atau kendaraan pribadi.",maerokoco adalah miniatur atau taman mini jawa tengah yang merangkum semua rumah adat paviliun dari kabupaten dan kota terletak sekitar km dari pusat kota atau di daerah prpp paviliun biasanya digunakan untuk menjual produk industri dan kerajinan yang diproduksi oleh masing masing daerah di samping rumah adat obyek wisata ini dilengkapi juga dengan fasilitas permainan seperti sepeda air perahu dan juga melatih juga bagi pengunjung grand maerokoco dapat diakses dengan angkutan umum atau kendaraan pribadi ,https://visitjawatengah.jatengprov.go.id/id/regency/kota-semarang/destinasi-wisata/grand-maerokoco
10,Kota Lama Semarang ,"Jika Anda berwisata ke Kota Semarang, maka jangan lewatkan untuk mengunjungi Kota Lama Semarang. Kota Lama merupakan sebuah kawasan cagar budaya di mana terdapat gedung-gedung tua dan bersejarah peninggalan Hindia Belanda yang berusia ratusan tahun. Pada masa itu, kawasan ini merupakan pusat pemerintahan. Arsitektur gedung-gedungnya bergaya khas Eropa dengan pintu utama dan jendela berukuran besar, elemen dekoratif, dan langit-langit yang tinggi.  Beberapa spot yang ramai dan menarik untuk dikunjungi, antara lain Gereja Blenduk, Taman Srigunting, Gedung Asuransi Jiwasraya, Gedung Bank Mandiri Mpu Tantular, Rumah Akar samping Gedung Jiwasraya, Gedung Oudetrap, Semarang Art Gallery, De Spiegel, Marba, dan masih banyak lagi lainnya. Bagi Anda yang menyukai petualangan, menyusuri sudut-sudut Kota Lama Semarang terasa sangat mengasyikkan karena Anda dapat berjalan kaki dengan nyaman di area pedestrian yang telah tertata rapi. Anda juga dapat mengikuti tur reguler yang diselenggarakan oleh komunitas walking tour. Khusus pada malam hari di akhir pekan, Anda dapat menikmati suasana Car Free Night di sepanjang Jl. Letjen Suprapto.   ",jika anda berwisata ke kota semarang maka jangan lewatkan untuk mengunjungi kota lama semarang kota lama merupakan sebuah kawasan cagar budaya di mana terdapat gedung gedung tua dan bersejarah peninggalan hindia belanda yang berusia ratusan tahun pada masa itu kawasan ini merupakan pusat pemerintahan arsitektur gedung gedungnya bergaya khas eropa dengan pintu utama dan jendela berukuran besar elemen dekoratif dan langit langit yang tinggi beberapa spot yang ramai dan menarik untuk dikunjungi antara lain gereja blenduk taman srigunting gedung asuransi jiwasraya gedung bank mandiri mpu tantular rumah akar samping gedung jiwasraya gedung oudetrap semarang art gallery de spiegel marba dan masih banyak lagi lainnya bagi anda yang menyukai petualangan menyusuri sudut sudut kota lama semarang terasa sangat mengasyikkan karena anda dapat berjalan kaki dengan nyaman di area pedestrian yang telah tertata rapi anda juga dapat mengikuti tur reguler yang diselenggarakan oleh komunitas walking tour khusus pada malam hari di akhir pekan anda dapat menikmati suasana car free night di sepanjang jl letjen suprapto ,https://visitjawatengah.jatengprov.go.id/id/regency/kota-semarang/destinasi-wisata/kota-lama-semarang
11,Taman Lele ,"Kampung Wisata Taman lele merupakan salah satu tujuan rekreasi keluarga di Kota Semarang yang dilengkapi dengan beragam fasilitas antara lain kolam keceh, becak air, dan gazebo. Taman Lele juga menyediakan fasilitas penginapan dengan harga terjangkau. Berjarak sekitar 30 menit dari pusat kota Semarang, Taman Lele dapat menjadi destinasi seru untuk menghabiskan akhir pekan bersama keluarga.",kampung wisata taman lele merupakan salah satu tujuan rekreasi keluarga di kota semarang yang dilengkapi dengan beragam fasilitas antara lain kolam keceh becak air dan gazebo taman lele juga menyediakan fasilitas penginapan dengan harga terjangkau berjarak sekitar menit dari pusat kota semarang taman lele dapat menjadi destinasi seru untuk menghabiskan akhir pekan bersama keluarga ,https://visitjawatengah.jatengprov.go.id/id/regency/kota-semarang/destinasi-wisata/taman-lele
12,Pantai Marina ,"Pantai Marina berada di Jalan Yos Sudarso, sekitar 4 km dari Tugu Muda. Akses menuju ke pantai ini sangat mudah. Beberapa aktivitas yang dapat Anda lakukan di sana ialah memancing, menyewa perahu untuk berkeliling, dan mencicipi ragam kuliner. Pantai Marina cocok sebagai tujuan rekreasi bersama keluarga, terutama anak-anak.",pantai marina berada di jalan yos sudarso sekitar km dari tugu muda akses menuju ke pantai ini sangat mudah beberapa aktivitas yang dapat anda lakukan di sana ialah memancing menyewa perahu untuk berkeliling dan mencicipi ragam kuliner pantai marina cocok sebagai tujuan rekreasi bersama keluarga terutama anak anak ,https://visitjawatengah.jatengprov.go.id/id/regency/kota-semarang/destinasi-wisata/pantai-marina
1,Lawang Sewu ,"Lawang Sewu merupakan Gedung megah berarsitektur art deco, yang digunakan Belanda sebagai Kantor Pusat Kereta Api (Trem) atau Nederlandsch Indische Spoorweg Maschaappij (NIS) yang terletak di Komplek Tugu Muda. Bangunan karya arsitek Belanda Prof. Jacob F. Klinkhamer dan B.J. Queendag ini menurut sejarah dibangun tahun 1903, kemudian diresmikan pada tanggal 1 Juli 1907. Masyarakat Semarang lebih mengenal gedung ini dengan sebutan Gedung Lawang Sewu, karena gedung ini memiliki jumlah pintu yang banyak, yang dalam bahasa jawa Lawang Sewu yaitu Lawang berarti Pintu dan Sewu yang berarti Seribu. Sekarang Gedung Lawang Sewu ini digunakan sebagai daya tarik wisata berupa peninggalan sejarah arsitek bangunan kuno dan antik, ruang bawah tanah dan menara informasi, sering pula digunakan sebagai tempat pameran dalam even-even tertentu.",lawang sewu merupakan gedung megah berarsitektur art deco yang digunakan belanda sebagai kantor pusat kereta api trem atau nederlandsch indische spoorweg maschaappij nis yang terletak di komplek tugu muda bangunan karya arsitek belanda prof jacob klinkhamer dan queendag ini menurut sejarah dibangun tahun kemudian diresmikan pada tanggal juli masyarakat semarang lebih mengenal gedung ini dengan sebutan gedung lawang sewu karena gedung ini memiliki jumlah pintu yang banyak yang dalam bahasa jawa lawang sewu yaitu lawang berarti pintu dan sewu yang berarti seribu sekarang gedung lawang sewu ini digunakan sebagai daya tarik wisata berupa peninggalan sejarah arsitek bangunan kuno dan antik ruang bawah tanah dan menara informasi sering pula digunakan sebagai tempat pameran dalam even even tertentu ,https://visitjawatengah.jatengprov.go.id/id/regency/kota-semarang/destinasi-wisata/lawang-sewu
2,Kawasan Simpang Lima ,"Kawasan Simpang Lima merupakan sentra perdagangan dan kuliner di Kota Semarang. Di sini, Anda dapat menjumpai toko oleh-oleh yang menjual jajanan khas Semarang, seperti spikoe, lapis legit, dan tahu bakso.. Pada malam hari, Anda dapat mencicipi beragam kuliner tradisional, seperti nasi pecel, tahu petis, nasi ayam, tahu gimbal, dll. Di malam hari anda juga dapat menaiki kereta gowes hias mengelilingi lapangan pancasila, ada pula sepeda tandem hias yang dapat digowes dua orang sekaligus.",kawasan simpang lima merupakan sentra perdagangan dan kuliner di kota semarang di sini anda dapat menjumpai toko oleh oleh yang menjual jajanan khas semarang seperti spikoe lapis legit dan tahu bakso pada malam hari anda dapat mencicipi beragam kuliner tradisional seperti nasi pecel tahu petis nasi ayam tahu gimbal dll di malam hari anda juga dapat menaiki kereta gowes hias mengelilingi lapangan pancasila ada pula sepeda tandem hias yang dapat digowes dua orang sekaligus ,https://visitjawatengah.jatengprov.go.id/id/regency/kota-semarang/destinasi-wisata/kawasan-simpang-lima
3,Goa Kreo ,"Goa Kreo merupakan salah satu daya tarik wisata alam di Kota Semarang yang mahsyur dengan kisah Sunan Kalijaga mencari kayu jati untuk membangun Masjid Agung Demak. Sunan Kalijaga pun sampai di sebuah gua dan didatangi empat ekor kera. Kemudian, Sunan Kalijaga meminta kera-kera tersebut untuk tinggal atau menjaga di sekitar Gua, maka jadilah Gua Kreo. Kata ""Kreo"" berasal dari Mangreho yang berarti penjaga.",goa kreo merupakan salah satu daya tarik wisata alam di kota semarang yang mahsyur dengan kisah sunan kalijaga mencari kayu jati untuk membangun masjid agung demak sunan kalijaga pun sampai di sebuah gua dan didatangi empat ekor kera kemudian sunan kalijaga meminta kera kera tersebut untuk tinggal atau menjaga di sekitar gua maka jadilah gua kreo kata kreo berasal dari mangreho yang berarti penjaga ,https://visitjawatengah.jatengprov.go.id/id/regency/kota-semarang/destinasi-wisata/goa-kreo
4,Taman Budaya Raden Saleh ,"Taman Budaya Raden Saleh (TBRS) adalah Pusat Kesenian dan Kebudayaan yang berada di Jl.Sriwijaya 29. Pada hari-hari tertentu TBRS digunakan untuk pementasan wayang, teater, dan pameran kesenian lainnya. Misalnya, Teater Lingkar Semarang yang berupa seni drama dan pembacaan puisi. Juga pameran lukisan, pertunjukan wayang orang dan kesenian lainnya seperti acara musik. TBRS ini juga sebagai tempat nongkrongnya para seniman Semarang dan sekitarnya.",taman budaya raden saleh tbrs adalah pusat kesenian dan kebudayaan yang berada di jl sriwijaya pada hari hari tertentu tbrs digunakan untuk pementasan wayang teater dan pameran kesenian lainnya misalnya teater lingkar semarang yang berupa seni drama dan pembacaan puisi juga pameran lukisan pertunjukan wayang orang dan kesenian lainnya seperti acara musik tbrs ini juga sebagai tempat nongkrongnya para seniman semarang dan sekitarnya ,https://visitjawatengah.jatengprov.go.id/id/regency/kota-semarang/destinasi-wisata/taman-budaya-raden-saleh
5,Gombel Golf Semarang ,"Penikmat olahraga golf di Jawa Tengah pasti sudah mengenal lapangan Gombel Golf Semarang. Lapangan golf yang terletak di perbukitan Gombel ini merupakan salah satu lapangan bertaraf internasional yang dimiliki Jawa Tengah. Dengan luas yang mencapai 63 hektar, membuat lapangan ini dijuluki sebagai lapangan terluas di Jawa Tengah.  Terletak sekitar 20 menit dari Simpang Lima tepatnya di Jln. Gombel Lama No. 90, Semarang, Jawa Tengah, lapangan golf Gombel menawarkan nuansa alami berpadu dengan kontur lapangan bergelombang yang menjadi tantangan tersendiri bagi para golfer. Hadirnya clubhouse dengan pemandangan lapangan dari ketinggian serta Gunung Ungaran di kejauhan membuat golfer betah berlama-lama di tempat ini. ",penikmat olahraga golf di jawa tengah pasti sudah mengenal lapangan gombel golf semarang lapangan golf yang terletak di perbukitan gombel ini merupakan salah satu lapangan bertaraf internasional yang dimiliki jawa tengah dengan luas yang mencapai hektar membuat lapangan ini dijuluki sebagai lapangan terluas di jawa tengah terletak sekitar menit dari simpang lima tepatnya di jln gombel lama no semarang jawa tengah lapangan golf gombel menawarkan nuansa alami berpadu dengan kontur lapangan bergelombang yang menjadi tantangan tersendiri bagi para golfer hadirnya clubhouse dengan pemandangan lapangan dari ketinggian serta gunung ungaran di kejauhan membuat golfer betah berlama lama di tempat ini ,https://visitjawatengah.jatengprov.go.id/id/regency/kota-semarang/destinasi-wisata/gombel-golf-semarang
6,Waduk Jatibarang ,"Waduk Jatibarang didesain untuk mengatasi banjir di Kota Semarang. Pembangunan waduk Jatibarang di Semarang didasari oleh bencana banjir besar yang melanda kota Semarang pada tahun 1973, 1988, 1990, dan 1993. Waduk (bendungan air) yang terletak di Kelurahan Kandri Kecamatan Gunungpati Semarang ini memiliki luas area perairan seluas 189 hektare. Dengan airnya yang jernih pengunjung bisa menjelajahi danau raksasa ini dengan naik perahu. yang dapat disewa mengelilingi waduk dengan panorama alam perbukitan ini.    Sumber Foto : https://zonasultra.com/waduk-jatibarang-jelajah-bendungan-yang-seru-di-semarang.html",waduk jatibarang didesain untuk mengatasi banjir di kota semarang pembangunan waduk jatibarang di semarang didasari oleh bencana banjir besar yang melanda kota semarang pada tahun dan waduk bendungan air yang terletak di kelurahan kandri kecamatan gunungpati semarang ini memiliki luas area perairan seluas hektare dengan airnya yang jernih pengunjung bisa menjelajahi danau raksasa ini dengan naik perahu yang dapat disewa mengelilingi waduk dengan panorama alam perbukitan ini sumber foto ,https://visitjawatengah.jatengprov.go.id/id/regency/kota-semarang/destinasi-wisata/waduk-jatibarang
1,Spot Kuliner Suasana Desa Di Kota Semarang? ,"Datang aja ke @kampungjawi di Sukorejo, Gunung Pati. Tempat makan dengan bangunan dan meja dari bambu dan kayu. Aneka kuliner tradisional ada di sini. Transaksinya menggunakan 'kepeng'. 1 kepeng = Rp 3000. Harga makanan & minuman antara 1-4 kepeng. Oh ya, Kampung Jawi buka setiap hari mulai pukul 5 sore ya.",datang aja ke di sukorejo gunung pati tempat makan dengan bangunan dan meja dari bambu dan kayu aneka kuliner tradisional ada di sini transaksinya menggunakan kepeng kepeng rp harga makanan minuman antara kepeng oh ya kampung jawi buka setiap hari mulai pukul sore ya ,https://visitjawatengah.jatengprov.go.id/id/regency/kabupaten-semarang/kuliner/spot-kuliner-suasana-desa-di-kota-semarang
2,"Tahu Oom Shin : Lezat, Praktis, Ekonomis ","Camilan musim hujan? Bikin tahu goreng yuk. Tahu-nya ya tahu Serasi Oom Shin khas Bandungan . Ada varian tahu kuning dan tahu putih dengan harga ekonomis. Praktis tinggal goreng. Jangan lupa cabe rawit atau cocolan sambal. Mantap. Tertarik mencoba? Kepoin instragramnya @tahuserasi_oomshin!

  Kuy, follow @pesona_kabsemarang. Banyak info wisata menarik lho.
 ",camilan musim hujan bikin tahu goreng yuk tahu nya ya tahu serasi oom shin khas bandungan ada varian tahu kuning dan tahu putih dengan harga ekonomis praktis tinggal goreng jangan lupa cabe rawit atau cocolan sambal mantap tertarik mencoba kepoin instragramnya kuy follow banyak info wisata menarik lho ,https://visitjawatengah.jatengprov.go.id/id/regency/kabupaten-semarang/kuliner/tahu-oom-shin-lezat-praktis-ekonomis
3,Gemblong Cothot ,"GEMBLONG COTHOT Hayooo...siapa yang baru pertama kali dengar nama 'Gemblog Cothot'?Kudapan ini terbuat dari singkong, ada gula pasir lumer di dalamnya. Makanan khas Bandungan, Kabupaten Semarang ini sangat enak dimakan saat masih panas. Sekali gigit, gula akan meleleh di mulut. 

",gemblong cothot hayooo siapa yang baru pertama kali dengar nama gemblog cothot kudapan ini terbuat dari singkong ada gula pasir lumer di dalamnya makanan khas bandungan kabupaten semarang ini sangat enak dimakan saat masih panas sekali gigit gula akan meleleh di mulut ,https://visitjawatengah.jatengprov.go.id/id/regency/kabupaten-semarang/kuliner/gemblong-cothot
4,Kopi Sepakung ,"PECINTA KOPI, MARI MERAPAT Ke Sepakung cuma foto - foto aja? Jangan sampai melewatkan nikmatnya Kopi Sepakung ya ! Varian Arabika dan Robusta yang khas dan mantap, sangat cocok menghangatkan suasana. Kamu pecinta kopi? Di sini yang kamu cari. Monggo ",pecinta kopi mari merapat ke sepakung cuma foto foto aja jangan sampai melewatkan nikmatnya kopi sepakung ya varian arabika dan robusta yang khas dan mantap sangat cocok menghangatkan suasana kamu pecinta kopi di sini yang kamu cari monggo ,https://visitjawatengah.jatengprov.go.id/id/regency/kabupaten-semarang/kuliner/kopi-sepakung
5,Pecel Keong  ,"PECEL KEONG, PERPADUAN RASA YANG ISTIMEWA Apakah Sobat pernah mencicip pecel keong? Sensasi pedas, manis, dan segar dari perpaduan rica keong, mie, dan sayuran serta bumbu kacang bakal bikin ketagihan! Bagi yang penasaran, boleh mampir ke Banyubiru, Kabupaten Semarang. ???? Warung Makan Mbak Toen, Banyubiru",pecel keong perpaduan rasa yang istimewa apakah sobat pernah mencicip pecel keong sensasi pedas manis dan segar dari perpaduan rica keong mie dan sayuran serta bumbu kacang bakal bikin ketagihan bagi yang penasaran boleh mampir ke banyubiru kabupaten semarang warung makan mbak toen banyubiru,https://visitjawatengah.jatengprov.go.id/id/regency/kabupaten-semarang/kuliner/pecel-keong
6,Pecel Mbok Kami ,"Pecel adalah makanan tradisional Jawa terdiri dari berbagai macam sayuran, mie goreng, dan saus kacang disajikan dengan nasi. Salah satu yang terkenal di Ambarawa ialah Pecel Mbok Kami yang terletak tepat di depan Terminal Ambarawa.    Sumber Foto : https://www.instagram.com/foodbuddies.id/",pecel adalah makanan tradisional jawa terdiri dari berbagai macam sayuran mie goreng dan saus kacang disajikan dengan nasi salah satu yang terkenal di ambarawa ialah pecel mbok kami yang terletak tepat di depan terminal ambarawa sumber foto ,https://visitjawatengah.jatengprov.go.id/id/regency/kabupaten-semarang/kuliner/pecel-mbok-kami
7,Serabi Ngampin Ambarawa ,"Serabi Ngampin Ambarawa ini sedikit berbeda dari serabi umumnya. Jika rasa serabi cenderung manis, maka serabi Ngampin memiliki rasa yang cenderung gurih. Rasa manis berasal dari kuah atau juruh yang disiramkan di atas serbai. Juruh terbuat dari cairan santan dan gula jawa yang dicairkan. Perpaduan gurih dan manis inilah yang membuat cita rasa Serabi Ngampin menjadi spesial. ",serabi ngampin ambarawa ini sedikit berbeda dari serabi umumnya jika rasa serabi cenderung manis maka serabi ngampin memiliki rasa yang cenderung gurih rasa manis berasal dari kuah atau juruh yang disiramkan di atas serbai juruh terbuat dari cairan santan dan gula jawa yang dicairkan perpaduan gurih dan manis inilah yang membuat cita rasa serabi ngampin menjadi spesial ,https://visitjawatengah.jatengprov.go.id/id/regency/kabupaten-semarang/kuliner/serabi-ngampin-ambarawa
8,Sate Sapi Pak Kempleng ,"Sate Sapi Pak Kempleng terletak di Jl. Diponegoro No. 274, Ungaran. Nama Pak Kempleng telah dikenal sejak tahun 1960-an. Pembeli dapat memilih beragam isian sate , seperti daging, paru, babat, ati, ginjal, dan iso. Satu porsi berisi 10 tusuk sate. ",sate sapi pak kempleng terletak di jl diponegoro no ungaran nama pak kempleng telah dikenal sejak tahun an pembeli dapat memilih beragam isian sate seperti daging paru babat ati ginjal dan iso satu porsi berisi tusuk sate ,https://visitjawatengah.jatengprov.go.id/id/regency/kabupaten-semarang/kuliner/sate-sapi-pak-kempleng
